42, 8, 39, 50, 2000, 16000, 8, 3, 5, 40, 74
43, 8, 40, 50, 2000, 16000, 8, 3, 6, 52, 74
44, 8, 41, 50, 2000, 16000, 8, 3, 6, 60, 74
45, 11, 42, 133, 1000, 12000, 9, 3, 12, 72, 54
46, 11, 43, 133, 1000, 8000, 9, 3, 12, 72, 41
47, 11, 44, 810, 512, 512, 8, 1, 1, 18, 18
48, 11, 45, 810, 1000, 5000, 0, 1, 1, 20, 28
49, 11, 46, 320, 512, 8000, 4, 1, 5, 40, 36
50, 11, 47, 200, 512, 8000, 8, 1, 8, 62, 38
51, 10, 48, 700, 384, 8000, 0, 1, 1, 24, 34
52, 10, 49, 700, 256, 2000, 0, 1, 1, 24, 19
53, 10, 50, 140, 1000, 16000, 16, 1, 3, 138, 72
54, 10, 51, 200, 1000, 8000, 0, 1, 2, 36, 36
55, 10, 52, 110, 1000, 4000, 16, 1, 2, 26, 30
56, 10, 53, 110, 1000, 12000, 16, 1, 2, 60, 56
57, 10, 54, 220, 1000, 8000, 16, 1, 2, 71, 42
58, 11, 55, 800, 256, 8000, 0, 1, 4, 12, 34
59, 11, 56, 800, 256, 8000, 0, 1, 4, 14, 34
60, 11, 57, 800, 256, 8000, 0, 1, 4, 20, 34
61, 11, 58, 800, 256, 8000, 0, 1, 4, 16, 34
62, 11, 59, 800, 256, 8000, 0, 1, 4, 22, 34
63, 12, 60, 125, 512, 1000, 0, 8, 20, 36, 19
64, 13, 61, 75, 2000, 8000, 64, 1, 38, 144, 75
65, 13, 62, 75, 2000, 16000, 64, 1, 38, 144, 113
66, 13, 63, 75, 2000, 16000, 128, 1, 38, 259, 157
67, 14, 64, 90, 256, 1000, 0, 3, 10, 17, 18
68, 14, 65, 105, 256, 2000, 0, 3, 10, 26, 20
69, 14, 66, 105, 1000, 4000, 0, 3, 24, 32, 28
70, 14, 67, 105, 2000, 4000, 8, 3, 19, 32, 33
71, 14, 68, 75, 2000, 8000, 8, 3, 24, 62, 47
72, 14, 69, 75, 3000, 8000, 8, 3, 48, 64, 54
73, 14, 70, 175, 256, 2000, 0, 3, 24, 22, 20
74, 15, 100, 300, 768, 3000, 0, 6, 24, 36, 23
75, 15, 300, 300, 768, 3000, 6, 6, 24, 44, 25
76, 15, 500, 300, 768, 12000, 6, 6, 24, 50, 52
77, 15, 600, 300, 768, 4500, 0, 1, 24, 45, 27
78, 15, 700, 300, 384, 12000, 6, 1, 24, 53, 50
79, 15, 80, 300, 192, 768, 6, 6, 24, 36, 18
80, 15, 800, 180, 768, 12000, 6, 1, 31, 84, 53
81, 16, 71, 330, 1000, 3000, 0, 2, 4, 16, 23
82, 16, 72, 300, 1000, 4000, 8, 3, 64, 38, 30
83, 16, 73, 300, 1000, 16000, 8, 2, 112, 38, 73
84, 16, 74, 330, 1000, 2000, 0, 1, 2, 16, 20
85, 16, 75, 330, 1000, 4000, 0, 3, 6, 22, 25
86, 16, 76, 140, 2000, 4000, 0, 3, 6, 29, 28
87, 16, 77, 140, 2000, 4000, 0, 4, 8, 40, 29
88, 16, 78, 140, 2000, 4000, 8, 1, 20, 35, 32
89, 16, 79, 140, 2000, 32000, 32, 1, 20, 134, 175
90, 16, 80, 140, 2000, 8000, 32, 1, 54, 66, 57
91, 16, 81, 140, 2000, 32000, 32, 1, 54, 141, 181
92, 16, 82, 140, 2000, 32000, 32, 1, 54, 189, 181
93, 16, 83, 140, 2000, 4000, 8, 1, 20, 22, 32
94, 17, 84, 57, 4000, 16000, 1, 6, 12, 132, 82
95, 17, 85, 57, 4000, 24000, 64, 12, 16, 237, 171
96, 17, 3081, 26, 16000, 32000, 64, 16, 24, 465, 361
97, 17, 86, 26, 16000, 32000, 64, 8, 24, 465, 350
98, 17, 87, 26, 8000, 32000, 0, 8, 24, 277, 220
99, 17, 88, 26, 8000, 16000, 0, 8, 16, 185, 113
100, 17, 89, 480, 96, 512, 0, 1, 1, 6, 15
101, 17, 90, 203, 1000, 2000, 0, 1, 5, 24, 21
102, 17, 91, 115, 512, 6000, 16, 1, 6, 45, 35
103, 17, 92, 1100, 512, 1500, 0, 1, 1, 7, 18
104, 17, 93, 1100, 768, 2000, 0, 1, 1, 13, 20
105, 17, 94, 600, 768, 2000, 0, 1, 1, 16, 20
106, 17, 95, 400, 2000, 4000, 0, 1, 1, 32, 28
107, 17, 96, 400, 4000, 8000, 0, 1, 1, 32, 45
108, 17, 4321, 900, 1000, 1000, 0, 1, 2, 11, 18
109, 17, 97, 900, 512, 1000, 0, 1, 2, 11, 17
110, 17, 98, 900, 1000, 4000, 4, 1, 2, 18, 26
111, 17, 99, 900, 1000, 4000, 8, 1, 2, 22, 28
112, 17, 4341, 900, 2000, 4000, 0, 3, 6, 37, 28
113, 17, 100, 225, 2000, 4000, 8, 3, 6, 40, 31
114, 17, 101, 225, 2000, 4000, 8, 3, 6, 34, 31
115, 17, 102, 180, 2000, 8000, 8, 1, 6, 50, 42
116, 17, 103, 185, 2000, 16000, 16, 1, 6, 76, 76
117, 17, 104, 180, 2000, 16000, 16, 1, 6, 66, 76
118, 17, 105, 225, 1000, 4000, 2, 3, 6, 24, 26
119, 17, 106, 25, 2000, 12000, 8, 1, 4, 49, 59
120, 17, 107, 25, 2000, 12000, 16, 3, 5, 66, 65
121, 17, 108, 17, 4000, 16000, 8, 6, 12, 100, 101
122, 17, 109, 17, 4000, 16000, 32, 6, 12, 133, 116
123, 17, 110, 1500, 768, 1000, 0, 0, 0, 12, 18
124, 17, 111, 1500, 768, 2000, 0, 0, 0, 18, 20
125, 17, 8140, 800, 768, 2000, 0, 0, 0, 20, 20
126, 18, 4436, 50, 2000, 4000, 0, 3, 6, 27, 30
127, 18, 4443, 50, 2000, 8000, 8, 3, 6, 45, 44
128, 18, 4445, 50, 2000, 8000, 8, 1, 6, 56, 44
129, 18, 4446, 50, 2000, 16000, 24, 1, 6, 70, 82
130, 18, 4460, 50, 2000, 16000, 24, 1, 6, 80, 82
131, 18, 4480, 50, 8000, 16000, 48, 1, 10, 136, 128
132, 19, 112, 100, 1000, 8000, 0, 2, 6, 16, 37
133, 19, 113, 100, 1000, 8000, 24, 2, 6, 26, 46
134, 19, 114, 100, 1000, 8000, 24, 3, 6, 32, 46
135, 19, 115, 50, 2000, 16000, 12, 3, 16, 45, 80
136, 19, 116, 50, 2000, 16000, 24, 6, 16, 54, 88
137, 19, 117, 50, 2000, 16000, 24, 6, 16, 65, 88
138, 20, 118, 150, 512, 4000, 0, 8, 128, 30, 33
139, 21, 119, 115, 2000, 8000, 16, 1, 3, 50, 46
140, 21, 120, 115, 2000, 4000, 2, 1, 5, 40, 29
141, 21, 121, 92, 2000, 8000, 32, 1, 6, 62, 53
142, 21, 122, 92, 2000, 8000, 32, 1, 6, 60, 53
143, 21, 123, 92, 2000, 8000, 4, 1, 6, 50, 41
144, 21, 124, 75, 4000, 16000, 16, 1, 6, 66, 86
145, 21, 125, 60, 4000, 16000, 32, 1, 6, 86, 95
146, 21, 126, 60, 2000, 16000, 64, 5, 8, 74, 107
147, 21, 127, 60, 4000, 16000, 64, 5, 8, 93, 117
148, 21, 128, 50, 4000, 16000, 64, 5, 10, 111, 119
149, 21, 129, 72, 4000, 16000, 64, 8, 16, 143, 120
150, 21, 130, 72, 2000, 8000, 16, 6, 8, 105, 48
151, 21, 131, 40, 8000, 16000, 32, 8, 16, 214, 126
152, 21, 132, 40, 8000, 32000, 64, 8, 24, 277, 266
153, 21, 133, 35, 8000, 32000, 64, 8, 24, 370, 270
154, 21, 134, 38, 16000, 32000, 128, 16, 32, 510, 426
155, 21, 135, 48, 4000, 24000, 32, 8, 24, 214, 151
156, 21, 136, 38, 8000, 32000, 64, 8, 24, 326, 267
157, 21, 137, 30, 16000, 32000, 256, 16, 24, 510, 603
158, 22, 138, 112, 1000, 1000, 0, 1, 4, 8, 19
159, 22, 139, 84, 1000, 2000, 0, 1, 6, 12, 21
160, 22, 140, 56, 1000, 4000, 0, 1, 6, 17, 26
161, 22, 141, 56, 2000, 6000, 0, 1, 8, 21, 35
162, 22, 142, 56, 2000, 8000, 0, 1, 8, 24, 41
163, 22, 143, 56, 4000, 8000, 0, 1, 8, 34, 47
164, 22, 144, 56, 4000, 12000, 0, 1, 8, 42, 62
165, 22, 145, 56, 4000, 16000, 0, 1, 8, 46, 78
166, 22, 146, 38, 4000, 8000, 32, 16, 32, 51, 80
167, 22, 147, 38, 4000, 8000, 32, 16, 32, 116, 80
168, 22, 148, 38, 8000, 16000, 64, 4, 8, 100, 142
169, 22, 149, 38, 8000, 24000, 160, 4, 8, 140, 281
170, 22, 150, 38, 4000, 16000, 128, 16, 32, 212, 190
171, 23, 151, 200, 1000, 2000, 0, 1, 2, 25, 21
172, 23, 152, 200, 1000, 4000, 0, 1, 4, 30, 25
173, 23, 153, 200, 2000, 8000, 64, 1, 5, 41, 67
174, 24, 3205, 250, 512, 4000, 0, 1, 7, 25, 24
175, 24, 3210, 250, 512, 4000, 0, 4, 7, 50, 24
176, 24, 3230, 250, 1000, 16000, 1, 1, 8, 50, 64
177, 25, 154, 160, 512, 4000, 2, 1, 5, 30, 25
178, 25, 155, 160, 512, 2000, 2, 3, 8, 32, 20
179, 25, 156, 160, 1000, 4000, 8, 1, 14, 38, 29
180, 25, 157, 160, 1000, 8000, 16, 1, 14, 60, 43
181, 25, 158, 160, 2000, 8000, 32, 1, 13, 109, 53
182, 26, 7.521, 240, 512, 1000, 8, 1, 3, 6, 19
183, 26, 7.531, 240, 512, 2000, 8, 1, 5, 11, 22
184, 26, 7.536, 105, 2000, 4000, 8, 3, 8, 22, 31
185, 26, 7.541, 105, 2000, 6000, 16, 6, 16, 33, 41
186, 26, 7.551, 105, 2000, 8000, 16, 4, 14, 58, 47
187, 26, 7.561, 52, 4000, 16000, 32, 4, 12, 130, 99
188, 26, 159, 70, 4000, 12000, 8, 6, 8, 75, 67
189, 26, 160, 59, 4000, 12000, 32, 6, 12, 113, 81
190, 26, 161, 59, 8000, 16000, 64, 12, 24, 188, 149
191, 26, 162, 26, 8000, 24000, 32, 8, 16, 173, 183
192, 26, 163, 26, 8000, 32000, 64, 12, 16, 248, 275
193, 26, 164, 26, 8000, 32000, 128, 24, 32, 405, 382
194, 27, 165, 116, 2000, 8000, 32, 5, 28, 70, 56
195, 27, 166, 50, 2000, 32000, 24, 6, 26, 114, 182
196, 27, 167, 50, 2000, 32000, 48, 26, 52, 208, 227
197, 27, 168, 50, 2000, 32000, 112, 52, 104, 307, 341
198, 27, 169, 50, 4000, 32000, 112, 52, 104, 397, 360
199, 27, 170, 30, 8000, 64000, 96, 12, 176, 915, 919
200, 27, 171, 30, 8000, 64000, 128, 12, 176, 1150, 978
201, 27, 172, 180, 262, 4000, 0, 1, 3, 12, 24
202, 27, 173, 180, 512, 4000, 0, 1, 3, 14, 24
203, 27, 174, 180, 262, 4000, 0, 1, 3, 18, 24
204, 27, 175, 180, 512, 4000, 0, 1, 3, 21, 24
205, 27, 176, 124, 1000, 8000, 0, 1, 8, 42, 37
206, 27, 177, 98, 1000, 8000, 32, 2, 8, 46, 50
207, 28, 32, 125, 2000, 8000, 0, 2, 14, 52, 41
208, 29, 178, 480, 512, 8000, 32, 0, 0, 67, 47
