42, 8, 39, 50, 2000, 16000, 8, 3, 5, 40, 74
43, 8, 40, 50, 2000, 16000, 8, 3, 6, 52, 74
44, 8, 41, 50, 2000, 16000, 8, 3, 6, 60, 74
45, 11, 42, 133, 1000, 12000, 9, 3, 12, 72, 54
46, 11, 43, 133, 1000, 8000, 9, 3, 12, 72, 41
47, 11, 44, 810, 512, 512, 8, 1, 1, 18, 18
48, 11, 45, 810, 1000, 5000, 0, 1, 1, 20, 28
49, 11, 46, 320, 512, 8000, 4, 1, 5, 40, 36
50, 11, 47, 200, 512, 8000, 8, 1, 8, 62, 38
51, 10, 48, 700, 384, 8000, 0, 1, 1, 24, 34
52, 10, 49, 700, 256, 2000, 0, 1, 1, 24, 19
53, 10, 50, 140, 1000, 16000, 16, 1, 3, 138, 72
54, 10, 51, 200, 1000, 8000, 0, 1, 2, 36, 36
55, 10, 52, 110, 1000, 4000, 16, 1, 2, 26, 30
56, 10, 53, 110, 1000, 12000, 16, 1, 2, 60, 56
57, 10, 54, 220, 1000, 8000, 16, 1, 2, 71, 42
58, 11, 55, 800, 256, 8000, 0, 1, 4, 12, 34
59, 11, 56, 800, 256, 8000, 0, 1, 4, 14, 34
60, 11, 57, 800, 256, 8000, 0, 1, 4, 20, 34
61, 11, 58, 800, 256, 8000, 0, 1, 4, 16, 34
62, 11, 59, 800, 256, 8000, 0, 1, 4, 22, 34
63, 12, 60, 125, 512, 1000, 0, 8, 20, 36, 19
64, 13, 61, 75, 2000, 8000, 64, 1, 38, 144, 75
65, 13, 62, 75, 2000, 16000, 64, 1, 38, 144, 113
66, 13, 63, 75, 2000, 16000, 128, 1, 38, 259, 157
67, 14, 64, 90, 256, 1000, 0, 3, 10, 17, 18
68, 14, 65, 105, 256, 2000, 0, 3, 10, 26, 20
69, 14, 66, 105, 1000, 4000, 0, 3, 24, 32, 28
70, 14, 67, 105, 2000, 4000, 8, 3, 19, 32, 33
71, 14, 68, 75, 2000, 8000, 8, 3, 24, 62, 47
72, 14, 69, 75, 3000, 8000, 8, 3, 48, 64, 54
73, 14, 70, 175, 256, 2000, 0, 3, 24, 22, 20
74, 15, 100, 300, 768, 3000, 0, 6, 24, 36, 23
75, 15, 300, 300, 768, 3000, 6, 6, 24, 44, 25
76, 15, 500, 300, 768, 12000, 6, 6, 24, 50, 52
77, 15, 600, 300, 768, 4500, 0, 1, 24, 45, 27
78, 15, 700, 300, 384, 12000, 6, 1, 24, 53, 50
79, 15, 80, 300, 192, 768, 6, 6, 24, 36, 18
80, 15, 800, 180, 768, 12000, 6, 1, 31, 84, 53
81, 16, 71, 330, 1000, 3000, 0, 2, 4, 16, 23
82, 16, 72, 300, 1000, 4000, 8, 3, 64, 38, 30
83, 16, 73, 300, 1000, 16000, 8, 2, 112, 38, 73
84, 16, 74, 330, 1000, 2000, 0, 1, 2, 16, 20
85, 16, 75, 330, 1000, 4000, 0, 3, 6, 22, 25
86, 16, 76, 140, 2000, 4000, 0, 3, 6, 29, 28
87, 16, 77, 140, 2000, 4000, 0, 4, 8, 40, 29
88, 16, 78, 140, 2000, 4000, 8, 1, 20, 35, 32
89, 16, 79, 140, 2000, 32000, 32, 1, 20, 134, 175
90, 16, 80, 140, 2000, 8000, 32, 1, 54, 66, 57
91, 16, 81, 140, 2000, 32000, 32, 1, 54, 141, 181
92, 16, 82, 140, 2000, 32000, 32, 1, 54, 189, 181
93, 16, 83, 140, 2000, 4000, 8, 1, 20, 22, 32
94, 17, 84, 57, 4000, 16000, 1, 6, 12, 132, 82
95, 17, 85, 57, 4000, 24000, 64, 12, 16, 237, 171
96, 17, 3081, 26, 16000, 32000, 64, 16, 24, 465, 361
97, 17, 86, 26, 16000, 32000, 64, 8, 24, 465, 350
98, 17, 87, 26, 8000, 32000, 0, 8, 24, 277, 220
99, 17, 88, 26, 8000, 16000, 0, 8, 16, 185, 113
100, 17, 89, 480, 96, 512, 0, 1, 1, 6, 15
